-1.899999999999999911e+00,4.900000000000000355e+00
-1.799999999999999822e+00,4.800000000000000711e+00
-1.799999999999999822e+00,4.900000000000000355e+00
-1.699999999999999956e+00,4.700000000000000178e+00
-1.699999999999999956e+00,4.800000000000000711e+00
-1.699999999999999956e+00,4.900000000000000355e+00
-1.599999999999999867e+00,4.600000000000000533e+00
-1.599999999999999867e+00,4.700000000000000178e+00
-1.599999999999999867e+00,4.800000000000000711e+00
-1.599999999999999867e+00,4.900000000000000355e+00
-1.500000000000000000e+00,4.600000000000000533e+00
-1.500000000000000000e+00,4.700000000000000178e+00
-1.500000000000000000e+00,4.800000000000000711e+00
-1.500000000000000000e+00,4.900000000000000355e+00
-1.399999999999999911e+00,4.400000000000000355e+00
-1.399999999999999911e+00,4.500000000000000000e+00
-1.399999999999999911e+00,4.600000000000000533e+00
-1.399999999999999911e+00,4.700000000000000178e+00
-1.399999999999999911e+00,4.800000000000000711e+00
-1.399999999999999911e+00,4.900000000000000355e+00
-1.299999999999999822e+00,4.400000000000000355e+00
-1.299999999999999822e+00,4.500000000000000000e+00
-1.299999999999999822e+00,4.600000000000000533e+00
-1.299999999999999822e+00,4.700000000000000178e+00
-1.299999999999999822e+00,4.800000000000000711e+00
-1.299999999999999822e+00,4.900000000000000355e+00
-1.199999999999999956e+00,4.200000000000000178e+00
-1.199999999999999956e+00,4.299999999999999822e+00
-1.199999999999999956e+00,4.400000000000000355e+00
-1.199999999999999956e+00,4.500000000000000000e+00
-1.199999999999999956e+00,4.600000000000000533e+00
-1.199999999999999956e+00,4.700000000000000178e+00
-1.199999999999999956e+00,4.800000000000000711e+00
-1.199999999999999956e+00,4.900000000000000355e+00
-1.099999999999999867e+00,4.100000000000000533e+00
-1.099999999999999867e+00,4.200000000000000178e+00
-1.099999999999999867e+00,4.299999999999999822e+00
-1.099999999999999867e+00,4.400000000000000355e+00
-1.099999999999999867e+00,4.500000000000000000e+00
-1.099999999999999867e+00,4.600000000000000533e+00
-1.099999999999999867e+00,4.700000000000000178e+00
-1.099999999999999867e+00,4.800000000000000711e+00
-1.099999999999999867e+00,4.900000000000000355e+00
-1.000000000000000000e+00,4.100000000000000533e+00
-1.000000000000000000e+00,4.200000000000000178e+00
-1.000000000000000000e+00,4.299999999999999822e+00
-1.000000000000000000e+00,4.400000000000000355e+00
-1.000000000000000000e+00,4.500000000000000000e+00
-1.000000000000000000e+00,4.600000000000000533e+00
-1.000000000000000000e+00,4.700000000000000178e+00
-1.000000000000000000e+00,4.800000000000000711e+00
-1.000000000000000000e+00,4.900000000000000355e+00
-8.999999999999999112e-01,3.900000000000000355e+00
-8.999999999999999112e-01,4.000000000000000000e+00
-8.999999999999999112e-01,4.100000000000000533e+00
-8.999999999999999112e-01,4.200000000000000178e+00
-8.999999999999999112e-01,4.299999999999999822e+00
-8.999999999999999112e-01,4.400000000000000355e+00
-8.999999999999999112e-01,4.500000000000000000e+00
-8.999999999999999112e-01,4.600000000000000533e+00
-8.999999999999999112e-01,4.700000000000000178e+00
-8.999999999999999112e-01,4.800000000000000711e+00
-8.999999999999999112e-01,4.900000000000000355e+00
-7.999999999999998224e-01,3.800000000000000266e+00
-7.999999999999998224e-01,3.900000000000000355e+00
-7.999999999999998224e-01,4.000000000000000000e+00
-7.999999999999998224e-01,4.100000000000000533e+00
-7.999999999999998224e-01,4.200000000000000178e+00
-7.999999999999998224e-01,4.299999999999999822e+00
-7.999999999999998224e-01,4.400000000000000355e+00
-7.999999999999998224e-01,4.500000000000000000e+00
-7.999999999999998224e-01,4.600000000000000533e+00
-7.999999999999998224e-01,4.700000000000000178e+00
-7.999999999999998224e-01,4.800000000000000711e+00
